189941	male	730	513
24195	male	1073	1664
45082	male	1961	1272
179352	male	2750	2595
122942	male	149	975
16262	male	5430	8388
166947	male	321	52308
199190	male	577	402
206755	female	613	402
18810	male	3155	18758
37636	male	76	111
12309	male	251	371
97738	female	107	127
172217	male	962	689
208655	male	656	1071
161718	male	68	108
43328	male	1553	2665
94934	male	1279	1473
164147	male	425	282
252260	male	872	1035
191577	male	570	427
17562	male	274	451
197542	male	13400	33110
60939	male	1993	2011
248522	male	1872	16090
132659	female	155	154
256686	male	996	703
151830	male	594	1744
207166	male	287	229
2932	male	1520	2032
135839	male	2387	2072
37740	male	529	1286
103228	male	538	2858
215864	male	608	715
9722	male	32	202
193581	male	350	452
25145	male	80	77
167937	male	8463	7777
108045	male	2820	2701
10557	male	659	1115
116114	male	649	355
47996	male	743	1069
242	male	4292	4032
53940	male	831	1147
227971	male	1058	1285
48126	male	381	1085
211447	male	261	318
477	male	2909	2776
148921	male	292	164
164243	male	307	864
31620	male	486	3860
5834	male	3698	210951
104127	male	250	163
63537	male	498	2341
48013	male	241	428
170105	male	874	876
94970	male	757	5076
30467	male	1935	1091
14471	male	480	718
64144	male	292	184
128409	female	1431	1299
20112	male	299	719
74565	male	749	1623
126763	male	205	324
65876	male	1273	2354
40518	male	3140	4061
186094	male	625	375
119705	male	822	733
17829	male	3021	2825
40049	male	1006	2447
54494	male	1550	2043
85112	male	119	718
199613	male	458	496
119672	male	829	814
225022	male	5320	154989
153405	male	324	1191
73664	male	1773	1346
102046	male	295	256
102139	male	1117	2801
10518	male	1442	1459
160475	male	2950	2913
172665	male	914	741
19735	male	375	379
95959	male	277	146
22523	male	880	996
92944	male	567	550
78455	male	1691	1070
201449	male	478	325
256842	male	987	706
181329	male	188	447
87528	female	378	362
98917	male	164	233
91067	male	841	591
144060	male	654	964
48787	male	524	421
42613	male	1392	1291
22609	male	603	679
226868	male	412	1014
7802	male	1978	1807
619	male	2001	1875
69116	male	844	590
129397	female	519	483
256342	male	1097	1253
623	male	586	875
17234	male	187	307
54574	male	81	38
90366	male	294	457
225553	male	381	589
78761	male	581	1149
156275	male	609	566
21827	male	382	455
26803	male	1982	1623
153456	male	1065	4747
107817	male	2124	2366
57893	male	970	577
11649	male	600	549
7803	male	269	436
4080	male	134	361
3840	male	266	747
65875	male	654	652
245464	male	1893	1772
4873	male	404	203
10206	male	1924	897
21626	male	1741	2063
138941	male	532	790
85854	female	342	365
140832	female	517	2307
1855	male	1120	531
172951	male	393	1737
80894	male	673	734
65363	male	1000	634
74972	male	181	404
87739	male	86	171
12056	female	1430	1047
151673	male	554	593
79338	male	1906	1346
212939	male	1590	920
249352	male	1982	1130
231448	male	861	731
7256	male	877	648
191320	male	375	663
14794	male	579	337
30927	male	539	506
102704	male	1013	1164
7778	male	554	743
229018	male	331	1114
5109	male	946	1051
76394	male	391	344
181203	male	70	306
97885	male	379	336
146227	male	1241	572
19376	male	346	599
132819	male	432	262
229742	female	1025	1015
238133	male	172	81
66306	female	188	329
259197	male	305	275
71530	male	1251	332
14681	male	773	529
7564	male	340	470
175893	male	210	152
60506	male	242	296
16508	male	1718	23849
72750	male	476	201
75643	male	98	115
60335	male	605	1181
72246	male	2342	2134
50805	male	269	302
112437	male	1130	1040
101429	male	613	674
70233	male	348	322
3139	female	1634	3276
39440	male	200	506
92470	male	2531	2305
104304	male	342	369
17599	male	1234	1912
118664	male	154	328
9820	female	871	832
7440	female	1024	1691
228176	male	5741	5942
46424	male	2740	3902
117588	male	2710	6738
248216	male	287	157
80454	female	2302	2117
215426	male	574	221
144655	male	1970	3048
91274	male	2177	2028
67302	male	644	760
255399	male	350	192
260796	male	2814	2711
45305	male	393	592
25278	female	277	239
131197	male	1971	1328
37640	male	603	578
2364	male	521	513
256729	male	1533	1598
40700	male	1976	1046
154107	male	303	309
241885	male	1994	1973
170190	male	306	800
89407	male	2920	3148
26292	male	402	418
62516	male	376	240
86784	male	539	531
221912	male	659	710
178887	male	324	1963
39415	male	284	277
136961	male	940	695
65099	male	1197	967
26818	male	120	254
230876	male	1511	1188
34950	male	230	374
95800	male	597	462
87493	male	301	278
62258	female	1061	1762
6454	male	90	64
228547	male	667	657
56357	male	1349	906
22269	male	772	882
23534	male	123	60
238097	male	1848	1802
44008	male	688	720
100963	male	1453	1030
1336	male	1595	3327
102187	male	1986	1603
147960	male	170	1024
180383	male	692	449
15869	male	355	292
6927	female	204	780
218861	male	372	382
235587	male	535	2033
138947	male	3129	3039
145519	male	844	636
34494	male	1008	942
5762	male	6442	6819
164617	male	329	389
7019	male	687	876
94983	male	264	182
21515	female	51	26
49704	male	183	199
4828	male	1124	1028
47736	female	322	229
132639	male	542	489
7387	male	577	372
36672	male	812	558
161747	male	765	1016
47326	male	7141	7328
58876	male	635	3571
66080	male	542	573
101079	male	735	693
18676	male	254	236
4705	male	1436	1063
98984	male	251	576
214605	female	799	852
27007	male	1020	614
235355	female	613	2340
77919	male	1550	1544
12172	male	1594	2743
28485	male	1538	1585
181703	male	1167	430
212891	male	929	1132
46150	male	729	635
63170	male	238	180
191458	male	717	310
49373	female	2485	2493
78037	male	443	596
1904	male	1378	1135
120146	male	1981	1117
108930	female	966	979
219237	male	724	545
237288	male	390	589
41629	male	89	121
1397	male	731	666
33276	male	398	1540
170278	male	851	606
565	male	1447	4200
180291	male	273	1156
11322	male	203	149
218204	male	1570	2186
616	male	153	177
181788	male	1590	1309
116269	male	917	943
32824	male	738	961
121328	male	1067	1145
263873	male	44	18
135807	male	671	691
30805	male	700	774
3268	male	1433	1436
107557	male	51	35
14919	male	204	159
14926	male	123	165
143650	male	106	164
118183	male	1104	1048
68930	male	63	55
211996	male	1047	1498
106483	male	1467	1610
30085	male	164	143
12466	male	451	344
19509	male	245	253
10556	male	1927	1312
248123	male	148	199
37664	male	764	970
122927	male	583	668
96110	male	332	189
142427	male	956	895
201800	male	82	252
145360	male	1909	1645
50086	male	356	417
40062	male	1886	1655
40145	male	1129	2671
172613	male	975	778
197046	male	241	273
126908	male	33	46
20734	male	5173	5158
219753	male	974	857
177611	male	408	431
54482	male	1994	1185
27574	male	1092	816
53686	male	68	4265
102138	male	970	261
107537	male	612	1538
10143	male	1397	1914
207537	male	1090	925
162188	female	331	424
210106	male	980	551
23820	male	448	351
103203	male	434	290
39974	female	321	621
110084	male	1577	2005
150502	male	68	132
15595	male	1556	460
51925	male	521	559
56518	male	586	602
205441	male	681	1045
8376	male	4039	3679
25476	male	1982	1900
12621	male	1629	1625
154851	male	161	210
190967	male	395	396
207602	female	575	3715
106358	male	433	412
81213	male	360	635
143711	male	308	346
241608	male	913	1847
238823	male	687	309
193396	male	670	4100
156586	male	65	101
179158	male	2148	2022
7430	male	172	225
140702	male	173	462
4629	female	474	775
227828	male	1509	1541
221528	male	106	72
217937	male	850	869
160543	male	131	107
227665	female	1311	2214
237453	male	144	145
249159	male	780	573
57620	male	106	333
111486	male	292	368
224838	male	472	462
146929	male	270	143
248236	male	1131	387
25109	male	764	635
152995	male	183	91
29761	female	589	853
39831	male	728	571
25104	male	170	185
254518	male	161	402
97966	male	574	577
204290	male	1911	1141
118575	male	4529	6223
5766	male	161	851
83478	male	437	440
87506	male	85	166
87778	male	960	1030
157934	male	714	944
170294	male	1023	687
179325	male	270	247
31321	male	372	203
40335	male	851	630
221636	male	296	189
180269	male	377	423
39095	male	556	763
102975	male	2467	2353
147230	male	708	754
4227	male	2643	2489
63165	male	1150	1909
5002	male	2498	2628
1572	male	511	497
114516	male	1960	1772
158294	male	2881	2618
231712	male	347	347
143836	male	236	346
169152	male	342	292
50889	female	624	617
32070	male	1408	1541
64349	female	506	603
10744	male	68	77
6278	male	940	654
100003	male	1586	1225
9655	male	475	550
136269	male	298	323
99076	male	576	455
62032	male	932	688
27159	male	856	908
114747	male	676	2506
69122	male	164	184
252394	female	426	442
77099	male	587	498
264597	male	45	28
18892	male	1370	876
240750	male	8	140
23391	male	131	157
153521	male	1207	1027
140110	male	404	431
10616	male	414	572
16027	male	805	712
25272	male	1613	1487
120294	male	1092	1407
74947	male	247	185
30413	male	421	369
186768	male	115	97
166163	male	134	158
160252	male	1083	1175
16433	female	678	1451
7391	female	2400	2854
166332	male	970	1079
77190	female	716	771
150429	male	803	516
164091	male	388	166
53598	female	2999	2869
11806	male	158	3209
54107	male	65	74
93870	male	42	247
158173	male	796	505
63550	male	454	288
199229	male	377	218
19398	male	681	551
154432	female	350	359
118703	male	186	334
5457	male	1243	729
125112	male	2795	7614
153003	male	968	940
147227	female	179	238
86596	male	448	816
29835	female	218	396
16944	male	757	779
38528	male	3672	4273
6935	male	938	900
20250	male	1587	1784
17859	male	151	106
103156	male	505	934
57851	male	574	209
166507	male	217	161
60359	female	600	351
13733	male	650	1163
122922	male	470	369
197651	male	886	7882
244638	female	157	379
199794	male	1336	1264
224744	male	1094	828
26102	male	303	267
158333	male	390	515
172820	male	463	723
13427	male	3568	3241
10814	male	914	783
142254	male	419	507
134522	male	2300	2959
72178	male	270	970
26692	male	716	687
1664	male	18128	20970
196270	female	448	671
142374	male	338	231
186463	male	591	502
132807	male	172	423
159038	male	1137	577
2737	male	147	140
54557	male	109	137
26473	male	1038	1523
34177	male	986	2739
221648	male	361	642
40714	male	862	794
70835	male	1204	1825
189321	female	689	1349
148602	male	485	270
15949	male	1087	1326
4041	male	116	298
32340	male	537	356
111188	male	745	432
12646	male	1655	1601
144999	male	516	558
257850	male	1256	1249
186430	male	476	441
122726	male	678	379
65498	male	1535	902
156372	male	1621	1250
32228	male	526	3290
182038	male	188	161
227692	male	3934	3971
64193	male	486	2483
107512	male	719	634
29462	female	99	127
209597	male	1038	884
158246	male	62	61
174326	male	186	263
8473	male	295	282
227969	male	2719	2472
172154	male	394	1806
179348	male	591	749
41368	male	100	14142
106430	male	598	842
72152	male	519	1011
26646	male	197	309
206819	male	551	487
59346	male	1327	1078
17606	male	645	274
33212	male	185	181
24313	male	485	494
29040	male	1924	1510
263391	male	192	204
204035	male	369	357
10625	male	919	790
245144	male	119	186
204885	male	643	609
11127	male	702	1448
252400	female	302	265
36079	male	1179	901
192019	male	284	241
43648	male	53	66
179354	male	1038	1082
135258	male	1260	1717
6714	female	328	403
127080	male	293	235
20561	male	85	53
1668	male	1379	3929
84253	male	599	105
264668	male	186	105
15680	male	256	207
112739	male	490	211
25212	male	1620	1333
44984	male	70	109
56537	male	350	298
134215	male	620	610
43024	male	267	546
37143	male	372	493
46890	male	508	411
21164	male	7600	8773
34916	male	285	938
234315	male	55	68
218298	male	3492	3359
204340	male	130	731
158522	male	569	309
163018	male	603	652
177494	male	45	157
108677	male	272	383
212218	male	3420	3270
248942	male	252	10392
59768	male	104	222
206724	male	293	290
20258	male	780	104767
65416	male	1932	2108
4283	male	1626	1705
35144	male	17546	17342
1871	male	690	729
6782	male	593	493
184063	male	414	417
56837	male	750	784
156474	male	505	408
68531	female	213	247
160337	male	900	1270
133193	male	654	616
81062	female	326	236
234635	male	223	150
126951	male	1153	1186
192185	male	208	558
88278	male	859	393
45662	male	10566	10167
199444	male	731	584
41986	male	518	643
203939	male	226	377
152715	female	615	651
69545	male	955	868
140101	male	158	402
100827	male	707	966
47651	male	1319	1480
3022	male	72	316
64887	male	40	52
62588	male	1026	1009
88623	male	765	702
203716	male	752	623
6031	male	126	720
248245	male	389	694
8411	male	656	686
206704	male	344	779
65467	male	230	290
176016	male	23	18
99035	male	225	222
259290	male	283	283
227742	male	365	332
33935	male	219	306
202594	male	426	288
22384	male	428	690
58866	male	518	499
5536	male	219	152
6850	female	629	1130
252353	male	162	200
129511	male	529	1445
186056	male	265	268
188417	female	261	184
681	male	2557	2366
1523	male	384	456
8054	male	1625	1661
230429	female	95	95
101920	male	263	295
4703	male	1565	861
36176	male	234	380
83274	male	700	582
156515	female	1171	1104
10455	male	1526	1807
76108	female	2145	1969
174380	male	469	253
225413	male	504	391
191168	female	177	193
172603	male	1223	1609
7977	male	103	121
244599	male	398	987
143811	male	1191	1510
137520	male	530	219
48111	male	197	129
33790	male	808	1185
130237	male	1212	1223
255911	male	267	5121
52989	male	843	1657
8390	male	244	353
115773	male	284	270
240070	male	809	883
49692	male	125	112
163766	male	499	643
34212	male	1903	1484
216416	male	1475	1493
29717	male	901	875
31414	male	4082	3879
455	male	1123	1131
89072	male	519	319
72313	male	127	88
27064	male	1806	2538
87917	male	475	459
181791	female	33	39
35231	male	89	82
63065	male	254	311
188321	male	678	268
16263	male	643	748
118704	female	938	2856
80315	male	890	786
216458	male	609	614
145156	male	1830	1403
82422	male	158	92
243821	male	1365	1628
179816	male	238	204
34283	male	369	420
236748	male	568	211
215267	male	1391	1642
90356	female	462	1998
137387	male	814	529
21591	male	1997	1526
174818	male	339	335
1388	male	1148	1615
198399	male	895	5456
76377	male	549	653
218097	male	487	615
181844	male	274	482
60443	male	433	655
140782	male	696	754
122454	male	300	402
72287	male	263	1889
108246	male	500	314
489	male	1626	2001
132214	male	598	705
133246	male	49	51
244927	male	142	70
49270	male	456	295
228033	male	307	472
29496	male	646	591
17884	male	372	106
188312	male	1125	644
186431	male	346	278
241114	male	2890	2691
236791	male	337	735
129761	male	594	306
35713	male	408	346
135689	male	445	495
27023	male	321	209
21310	male	284	523
2920	male	1310	718
193286	male	501	564
57923	female	92	77
186744	male	1673	1251
39845	male	137	106
5332	male	562	512
255305	male	481	258
12523	male	1167	955
12115	male	385	290
152819	female	311	238
245073	male	773	661
26149	male	426	259
150230	male	1796	1555
248345	male	140	143
75854	male	50	44
108942	male	157	99
8010	male	111	67
33430	male	1916	1954
235331	male	370	619
132773	male	4	874
215284	male	227	227
74414	male	267	175
124170	male	269	322
255643	male	380	193
6015	male	4557	4399
26658	male	1983	1689
60284	male	586	551
166354	male	609	579
256708	male	129	65
27011	male	229	5492
10044	male	1077	1377
190819	male	1235	664
114935	male	2000	1228
4066	male	489	346
112217	male	43	74
54914	male	2880	3147
19062	male	1127	608
126485	male	395	1014
78734	male	286	140
12636	male	1285	1075
17032	male	1165	903
85994	male	1039	1427
83473	male	473	183
17655	male	394	475
106757	male	1623	1287
264331	male	1997	1808
184953	male	248	150
110157	male	106	269
121245	male	954	1474
101966	male	590	726
108768	male	146	197
130863	male	644	160
224341	male	1459	1173
85130	male	597	978
33001	male	546	1395
13563	male	165	248
247047	male	1188	1285
222300	male	97	105
94993	male	99	57
183398	female	575	834
243123	male	267	151
119920	male	357	162
51221	male	523	637
1870	male	2450	2392
215595	male	120	143
6115	male	582	1293
19047	male	845	501
1015	male	1893	1253
16519	male	1587	2243
70202	male	994	1857
92141	male	2804	3331
4611	male	851	309
38361	male	1495	992
129681	male	771	1236
977	male	2686	2716
263596	male	1028	1482
88966	male	280	402
35764	male	799	1658
170752	male	220	238
45983	male	395	401
238536	male	1486	1535
198897	male	678	511
55924	male	3984	3652
9166	male	20	9
46015	male	1018	2285
72207	male	467	670
78649	male	1245	465
188588	male	144	97
166025	male	982	1947
144075	male	338	331
42295	male	159	197
10999	male	1073	713
82401	male	119	104
15453	male	773	616
177390	male	222	685
451	male	1177	1097
173062	male	104	348
264605	male	289	57
154594	male	237	1285
68441	male	123	194
251595	male	1149	1352
146172	female	586	560
6400	male	2280	2518
46808	male	247	247
43374	male	52	435
2627	female	729	674
55491	male	625	484
23344	male	226	1220
179326	male	1978	1661
238296	male	107	351
63765	male	418	421
